merchant_id,month,chargebacks,refunds,fraud_cases,risk_score
M0236,2024-11,3,8,2,11
M0563,2024-05,6,25,4,22
M0240,2024-12,5,42,5,13
M0521,2024-10,5,29,3,12
M0323,2024-05,1,7,1,22
M0018,2024-03,0,1,0,20
M0103,2024-06,45,229,42,21
M0097,2024-01,0,2,0,22
M0281,2024-01,1,4,0,20
M0531,2024-10,3,34,3,17
M0287,2024-06,1,3,0,12
M0154,2024-02,1,3,1,21
M0569,2024-01,4,11,2,12
M0076,2024-12,12,61,4,24
M0574,2024-08,7,18,1,31
M0262,2024-02,0,1,0,15
M0179,2024-03,27,75,10,23
M0435,2024-08,54,105,8,12
M0182,2024-06,0,2,0,24
M0096,2024-03,0,1,0,15
M0434,2024-04,0,1,0,23
M0567,2024-08,5,24,2,20
M0245,2024-12,0,6,0,15
M0352,2024-04,3,18,2,22
M0153,2024-04,6,52,2,17
M0032,2024-07,3,15,1,15
M0365,2024-01,3,5,1,46
M0259,2024-10,1,3,1,16
M0469,2024-07,1,2,0,18
M0597,2024-03,1,2,0,24
M0468,2024-03,140,350,83,35
M0093,2024-02,0,1,0,10
M0407,2024-10,8,11,5,66
M0347,2024-06,1,5,0,19
M0395,2024-05,59,233,23,24
M0525,2024-07,1,4,0,29
M0510,2024-09,50,174,33,16
M0561,2024-09,1,4,0,20
M0320,2024-01,2,14,2,20
M0045,2024-12,1,3,0,17
M0445,2024-01,0,1,0,16
M0468,2024-12,99,226,106,38
M0045,2024-01,1,2,0,20
M0042,2024-03,5,17,2,24
M0153,2024-05,5,47,3,15
M0390,2024-10,1,8,0,22
M0223,2024-06,1,4,0,19
M0216,2024-04,1,3,0,18
M0244,2024-02,4,21,1,18
M0541,2024-10,2,14,1,28
M0037,2024-02,9,37,2,20
M0222,2024-09,0,1,0,18
M0162,2024-10,2,37,1,21
M0025,2024-07,2,5,1,19
M0034,2024-03,26,77,12,19
M0293,2024-10,5,41,4,20
M0267,2024-08,5,35,1,33
M0404,2024-02,5,10,2,13
M0456,2024-08,0,2,0,22
M0014,2024-02,1,8,0,13
M0054,2024-10,0,2,0,18
M0334,2024-11,9,34,3,17
M0593,2024-08,6,17,2,24
M0527,2024-07,2,27,2,18
M0514,2024-01,0,1,0,10
M0172,2024-02,1,9,0,7
M0161,2024-01,3,16,1,21
M0377,2024-06,2,5,0,18
M0221,2024-12,4,20,1,19
M0495,2024-02,4,11,1,19
M0415,2024-06,75,337,47,26
M0307,2024-06,1,5,1,16
M0062,2024-10,1,5,1,25
M0084,2024-11,2,7,1,16
M0095,2024-08,11,33,1,20
M0375,2024-06,2,12,1,16
M0538,2024-05,7,25,3,13
M0335,2024-07,0,3,0,14
M0476,2024-04,0,2,0,18
M0403,2024-05,1,4,0,21
M0372,2024-08,0,2,0,15
M0472,2024-06,1,5,0,11
M0570,2024-08,3,35,1,13
M0401,2024-08,2,5,0,24
M0484,2024-06,41,76,14,24
M0132,2024-07,0,2,0,10
M0256,2024-04,1,4,0,17
M0081,2024-06,3,18,2,26
M0547,2024-04,2,4,0,19
M0556,2024-01,1,5,1,25
M0090,2024-11,23,151,7,19
M0363,2024-07,1,6,1,23
M0388,2024-03,0,1,0,17
M0386,2024-09,0,1,0,18
M0028,2024-10,2,7,1,25
M0428,2024-03,0,1,0,11
M0496,2024-10,12,23,5,60
M0517,2024-12,2,8,1,29
M0281,2024-08,9,8,3,54
M0077,2024-11,1,2,0,17
M0413,2024-12,96,316,55,21
M0034,2024-07,26,95,8,16
M0105,2024-04,0,2,0,18
M0400,2024-02,0,3,0,16
M0421,2024-05,5,15,2,22
M0282,2024-07,1,8,0,22
M0415,2024-07,89,498,45,24
M0034,2024-12,31,112,18,23
M0109,2024-01,1,5,0,25
M0557,2024-06,2,8,1,15
M0105,2024-12,0,2,0,14
M0198,2024-01,2,9,1,13
M0092,2024-11,1,5,1,18
M0159,2024-12,6,40,5,14
M0282,2024-08,1,5,0,23
M0324,2024-05,38,130,7,23
M0085,2024-09,6,13,3,58
M0052,2024-04,1,3,0,7
M0027,2024-02,4,31,3,19
M0192,2024-10,0,1,0,29
M0057,2024-08,1,5,0,20
M0386,2024-12,0,2,0,9
M0267,2024-04,1,6,0,12
M0136,2024-02,5,37,2,19
M0072,2024-08,2,11,1,26
M0169,2024-07,1,2,0,16
M0174,2024-02,1,3,1,15
M0565,2024-04,1,9,1,17
M0512,2024-02,10,116,19,13
M0467,2024-08,2,10,1,27
M0574,2024-01,4,14,1,25
M0546,2024-03,4,12,1,18
M0298,2024-07,46,215,17,24
M0098,2024-08,0,6,1,20
M0491,2024-05,1,6,0,17
M0097,2024-12,0,3,0,23
M0597,2024-07,1,3,0,21
M0292,2024-09,12,39,4,25
M0354,2024-02,1,6,1,23
M0392,2024-01,2,29,1,16
M0268,2024-10,4,7,2,23
M0447,2024-10,1,4,0,12
M0107,2024-12,28,209,22,20
M0125,2024-10,1,6,1,15
M0575,2024-10,1,8,1,26
M0045,2024-04,0,2,0,19
M0375,2024-10,3,9,1,20
M0194,2024-05,1,4,0,22
M0240,2024-04,6,35,5,13
M0235,2024-12,3,27,1,16
M0224,2024-08,6,19,1,17
M0539,2024-05,9,63,4,17
M0154,2024-12,1,5,1,14
M0341,2024-09,6,40,4,20
M0054,2024-01,0,1,0,20
M0228,2024-06,1,2,0,13
M0521,2024-08,7,34,4,20
M0155,2024-11,4,15,3,22
M0537,2024-07,10,26,4,16
M0558,2024-12,2,10,1,16
M0118,2024-07,1,12,2,21
M0280,2024-06,17,34,10,61
M0362,2024-03,1,2,0,42
M0352,2024-09,4,21,2,21
M0543,2024-01,0,2,0,36
M0465,2024-10,6,11,2,23
M0256,2024-07,1,6,0,18
M0088,2024-11,6,34,5,24
M0110,2024-06,1,4,0,24
M0250,2024-03,0,6,1,24
M0409,2024-12,1,4,0,18
M0201,2024-01,1,5,0,25
M0236,2024-02,3,13,2,12
M0335,2024-01,0,3,0,19
M0090,2024-04,16,129,7,14
M0477,2024-02,1,3,0,20
M0342,2024-11,8,41,5,18
M0551,2024-09,1,4,1,17
M0385,2024-09,2,8,1,17
M0005,2024-09,1,2,0,18
M0280,2024-05,12,24,7,53
M0189,2024-08,12,143,4,18
M0161,2024-05,4,16,1,20
M0499,2024-06,6,29,2,35
M0433,2024-10,1,3,0,22
M0361,2024-02,5,13,3,15
M0479,2024-05,3,10,1,10
M0317,2024-02,1,8,1,24
M0546,2024-09,3,14,2,19
M0248,2024-07,0,2,0,12
M0391,2024-06,8,82,8,8
M0478,2024-03,0,2,0,31
M0422,2024-11,6,13,3,48
M0099,2024-10,30,163,31,18
M0561,2024-07,1,5,0,20
M0338,2024-02,2,7,1,22
M0528,2024-02,1,5,1,26
M0282,2024-03,1,3,0,10
M0283,2024-07,1,9,0,12
M0378,2024-10,19,119,7,16
M0030,2024-11,1,5,0,15
M0275,2024-05,35,259,28,27
M0598,2024-02,4,18,1,20
M0379,2024-02,16,120,14,10
M0328,2024-07,20,75,11,38
M0057,2024-01,1,3,0,21
M0315,2024-07,1,2,0,13
M0398,2024-12,7,38,3,26
M0324,2024-09,68,188,10,19
M0146,2024-04,4,23,2,18
M0183,2024-01,2,7,0,22
M0025,2024-05,1,6,1,24
M0008,2024-02,1,2,0,19
M0516,2024-09,1,6,0,25
M0422,2024-03,5,11,2,40
M0079,2024-08,2,8,0,23
M0011,2024-11,1,3,1,21
M0366,2024-07,1,4,0,16
M0013,2024-12,1,2,0,18
M0127,2024-12,1,1,0,22
M0334,2024-05,7,36,2,18
M0511,2024-11,2,6,1,23
M0019,2024-02,1,5,0,15
M0562,2024-08,1,3,1,22
M0248,2024-03,0,2,0,22
M0417,2024-12,11,69,2,22
M0551,2024-08,1,5,1,22
M0240,2024-07,4,36,3,12
M0376,2024-02,9,56,5,18
M0022,2024-09,33,93,19,16
M0430,2024-12,1,4,0,24
M0311,2024-05,5,26,3,16
M0370,2024-04,1,2,0,19
M0580,2024-12,7,21,6,44
M0323,2024-12,2,10,1,28
M0543,2024-06,0,3,0,32
M0551,2024-01,1,6,1,20
M0186,2024-04,1,6,0,18
M0385,2024-01,2,8,1,20
M0039,2024-12,11,30,6,29
M0390,2024-06,2,9,1,16
M0040,2024-09,1,4,1,27
M0306,2024-06,0,2,0,19
M0323,2024-07,2,11,1,26
M0042,2024-08,7,15,3,30
M0042,2024-07,3,12,2,20
M0107,2024-04,11,106,13,17
M0349,2024-07,3,13,1,16
M0520,2024-01,0,2,0,13
M0319,2024-06,4,12,1,18
M0248,2024-08,0,2,0,16
M0410,2024-03,4,25,3,26
M0593,2024-11,5,21,2,24
M0198,2024-10,1,8,1,11
M0059,2024-01,1,2,0,22
M0286,2024-02,0,1,0,10
M0295,2024-02,12,34,2,18
M0015,2024-12,1,8,1,12
M0524,2024-04,1,4,1,14
M0292,2024-02,7,37,4,27
M0381,2024-03,0,1,0,13
M0130,2024-07,1,5,0,21
M0277,2024-12,4,24,2,15
M0595,2024-12,2,9,1,17
M0250,2024-02,0,5,0,18
M0129,2024-11,1,6,0,16
M0447,2024-04,1,3,0,19
M0236,2024-10,4,11,3,23
M0126,2024-03,1,4,1,19
M0118,2024-05,1,12,2,17
M0364,2024-03,1,8,1,23
M0386,2024-03,0,1,0,20
M0071,2024-08,6,15,1,11
M0426,2024-12,1,3,0,24
M0027,2024-05,4,38,3,21
M0588,2024-10,1,5,1,21
M0492,2024-02,1,6,1,19
M0428,2024-08,0,2,0,18
M0389,2024-07,2,5,1,17
M0458,2024-02,31,191,17,18
M0458,2024-07,49,212,13,23
M0392,2024-09,10,136,6,23
M0394,2024-01,1,5,0,16
M0025,2024-04,1,4,1,26
M0268,2024-08,5,13,2,22
M0233,2024-07,8,37,2,19
M0247,2024-02,23,62,7,21
M0542,2024-10,3,18,2,17
M0067,2024-04,1,3,0,15
M0175,2024-09,4,44,1,23
M0459,2024-11,0,3,0,16
M0413,2024-07,49,199,18,22
M0587,2024-05,1,7,0,16
M0376,2024-08,13,91,13,26
M0025,2024-01,1,4,1,26
M0287,2024-04,1,3,0,8
M0072,2024-02,1,7,0,23
M0442,2024-07,18,153,11,17
M0186,2024-10,1,8,0,22
M0310,2024-01,0,2,0,15
M0298,2024-09,36,186,11,28
M0067,2024-09,1,3,1,15
M0560,2024-02,1,2,0,20
M0062,2024-08,2,7,1,20
M0185,2024-04,2,10,1,19
M0278,2024-11,0,1,0,18
M0532,2024-05,4,21,2,17
M0584,2024-06,1,5,1,17
M0252,2024-10,13,32,5,15
M0458,2024-11,46,272,22,18
M0113,2024-02,2,23,1,14
M0319,2024-05,4,10,1,21
M0042,2024-11,5,15,3,20
M0121,2024-12,0,2,0,20
M0449,2024-04,2,11,1,26
M0440,2024-07,0,2,0,14
M0458,2024-12,82,313,19,22
M0394,2024-02,1,5,0,8
M0308,2024-12,41,116,21,44
M0345,2024-03,12,46,5,27
M0503,2024-05,1,5,0,25
M0505,2024-05,1,4,0,10
M0452,2024-02,0,3,0,17
M0573,2024-02,0,1,0,21
M0591,2024-12,2,5,2,51
M0519,2024-04,0,1,0,14
M0091,2024-07,13,95,9,25
M0543,2024-09,0,3,0,30
M0114,2024-12,1,3,0,12
M0542,2024-02,4,33,3,15
M0049,2024-03,1,5,1,9
M0559,2024-06,8,26,2,17
M0432,2024-05,0,3,0,35
M0028,2024-04,3,5,1,23
M0359,2024-08,1,5,1,20
M0400,2024-05,0,5,0,18
M0476,2024-12,1,3,0,25
M0068,2024-11,33,218,33,10
M0288,2024-08,3,20,2,24
M0038,2024-07,1,4,0,14
M0329,2024-01,24,263,12,10
M0126,2024-02,1,5,1,21
M0040,2024-06,1,3,1,24
M0327,2024-05,0,0,0,11
M0059,2024-07,1,6,0,25
M0284,2024-10,10,106,12,26
M0196,2024-10,0,1,0,11
M0062,2024-09,1,6,1,19
M0384,2024-06,2,6,0,22
M0430,2024-09,1,4,0,20
M0545,2024-01,1,3,0,14
M0140,2024-06,3,36,2,21
M0582,2024-01,5,23,2,19
M0214,2024-07,74,259,12,25
M0067,2024-03,1,4,0,18
M0286,2024-01,0,1,0,18
M0473,2024-02,1,3,0,21
M0035,2024-03,1,4,1,19
M0447,2024-11,0,5,0,21
M0213,2024-04,1,3,0,14
M0031,2024-01,8,55,3,21
M0277,2024-05,3,13,2,19
M0500,2024-03,5,22,1,22
M0163,2024-11,11,42,2,20
M0032,2024-11,3,18,1,11
M0557,2024-03,1,6,1,19
M0203,2024-04,1,7,1,18
M0585,2024-06,13,51,3,17
M0357,2024-07,5,81,5,14
M0307,2024-12,1,5,1,13
M0421,2024-04,4,18,2,21
M0261,2024-12,0,2,0,19
M0573,2024-11,0,1,0,15
M0073,2024-11,0,1,0,17
M0281,2024-09,12,20,4,46
M0264,2024-04,1,6,1,20
M0455,2024-07,0,2,0,9
M0237,2024-09,1,3,0,19
M0512,2024-10,15,164,22,22
M0245,2024-10,0,6,0,20
M0166,2024-03,0,2,0,15
M0052,2024-08,0,3,0,12
M0036,2024-07,23,179,9,18
M0024,2024-06,1,6,0,22
M0066,2024-05,4,25,2,13
M0266,2024-07,4,24,1,22
M0227,2024-09,3,13,1,21
M0583,2024-06,2,6,0,22
M0530,2024-03,8,47,4,22
M0334,2024-02,7,34,4,17
M0186,2024-07,1,6,0,22
M0256,2024-01,0,3,0,17
M0327,2024-06,0,1,0,17
M0243,2024-10,1,4,0,22
M0060,2024-01,0,3,0,7
M0249,2024-01,5,12,2,19
M0137,2024-06,1,4,0,21
M0150,2024-04,37,244,10,17
M0576,2024-02,4,21,2,16
M0193,2024-05,1,2,0,19
M0388,2024-02,0,1,0,18
M0508,2024-06,26,73,12,27
M0368,2024-06,14,85,6,11
M0119,2024-07,1,4,0,18
M0581,2024-11,3,28,2,22
M0371,2024-02,0,1,0,18
M0340,2024-10,10,51,2,25
M0408,2024-05,1,8,1,18
M0102,2024-08,0,3,0,16
M0540,2024-06,0,2,0,17
M0161,2024-02,4,16,1,18
M0483,2024-12,0,1,0,12
M0101,2024-04,10,31,5,25
M0048,2024-08,1,3,0,23
M0430,2024-05,1,5,0,21
M0431,2024-11,1,5,0,24
M0396,2024-11,54,289,32,24
M0120,2024-07,6,33,5,22
M0459,2024-01,0,3,0,17
M0015,2024-02,0,6,0,15
M0073,2024-06,0,1,0,20
M0096,2024-02,0,1,0,18
M0371,2024-09,0,2,0,15
M0204,2024-10,1,5,0,18
M0328,2024-02,18,58,10,34
M0507,2024-11,5,31,3,17
M0272,2024-08,2,5,0,29
M0355,2024-05,12,25,5,21
M0050,2024-12,1,3,0,20
M0340,2024-07,16,83,3,25
M0141,2024-05,6,11,4,65
M0165,2024-10,5,24,3,22
M0215,2024-07,2,5,0,19
M0510,2024-01,68,211,31,14
M0328,2024-10,22,82,8,37
M0133,2024-06,0,1,0,22
M0048,2024-06,1,3,0,25
M0490,2024-03,3,4,1,19
M0002,2024-09,3,42,3,21
M0074,2024-01,1,8,0,18
M0548,2024-11,1,5,0,13
M0523,2024-09,0,2,0,17
M0439,2024-11,1,3,0,27
M0213,2024-01,1,2,0,24
M0304,2024-08,1,5,1,41
M0583,2024-10,1,4,0,23
M0157,2024-09,3,18,2,11
M0437,2024-07,0,3,0,23
M0284,2024-02,15,135,13,27
M0253,2024-05,5,17,3,20
M0389,2024-08,2,6,1,17
M0559,2024-03,7,29,1,19
M0571,2024-05,1,8,0,15
M0009,2024-04,2,5,0,20
M0315,2024-02,1,3,0,17
M0054,2024-09,0,2,0,23
M0238,2024-09,1,3,0,20
M0107,2024-09,14,104,10,13
M0110,2024-07,1,3,0,28
M0330,2024-06,1,2,0,18
M0146,2024-09,9,43,4,18
M0550,2024-07,1,3,1,24
M0222,2024-12,0,2,0,15
M0068,2024-08,27,214,18,15
M0152,2024-08,1,6,0,20
M0338,2024-06,4,17,2,36
M0195,2024-10,2,6,0,20
M0060,2024-11,0,2,0,7
M0325,2024-11,4,35,2,17
M0036,2024-11,24,206,12,20
M0405,2024-10,1,7,0,26
M0071,2024-09,8,18,1,17
M0437,2024-10,0,2,0,24
M0478,2024-12,1,2,0,27
M0181,2024-10,6,29,2,17
M0245,2024-07,0,5,1,21
M0158,2024-06,6,22,2,13
M0567,2024-06,5,25,2,22
M0484,2024-12,60,155,25,24
M0175,2024-11,4,50,2,18
M0355,2024-07,10,21,4,22
M0270,2024-08,1,1,0,29
M0047,2024-10,6,10,1,34
M0416,2024-07,69,223,7,24
M0420,2024-01,2,25,1,10
M0431,2024-07,1,3,0,22
M0061,2024-05,0,2,0,28
M0048,2024-10,1,2,0,21
M0110,2024-09,2,6,1,29
M0273,2024-07,1,4,0,16
M0196,2024-05,0,1,0,7
M0200,2024-12,11,16,8,61
M0575,2024-01,1,3,0,26
M0264,2024-05,1,8,1,24
M0030,2024-01,1,5,0,19
M0211,2024-04,0,1,0,24
M0520,2024-06,0,2,0,22
M0006,2024-08,1,6,0,22
M0374,2024-06,0,1,0,14
M0333,2024-07,0,1,0,17
M0290,2024-09,8,16,2,19
M0513,2024-04,8,33,3,23
M0003,2024-08,1,7,0,14
M0429,2024-11,0,1,0,16
M0483,2024-02,0,1,0,16
M0006,2024-12,2,7,0,33
M0241,2024-04,1,8,0,13
M0513,2024-01,3,22,3,23
M0323,2024-11,1,9,1,20
M0048,2024-04,1,2,0,24
M0289,2024-04,2,14,2,15
M0573,2024-12,0,1,0,21
M0172,2024-01,1,6,0,8
M0264,2024-11,1,7,1,25
M0328,2024-05,27,72,9,33
M0418,2024-01,2,15,2,15
M0298,2024-02,28,137,13,28
M0467,2024-01,2,7,1,21
M0393,2024-02,0,1,0,13
M0228,2024-07,1,4,0,16
M0447,2024-02,1,3,0,13
M0319,2024-04,5,16,2,17
M0314,2024-09,5,10,3,21
M0477,2024-05,1,2,0,22
M0538,2024-08,5,32,3,13
M0387,2024-01,15,47,3,21
M0459,2024-08,0,2,0,22
M0288,2024-09,2,20,2,27
M0294,2024-09,1,2,0,48
M0257,2024-06,10,12,4,69
M0586,2024-03,0,1,0,35
M0509,2024-10,1,4,1,17
M0066,2024-01,6,37,4,22
M0026,2024-11,10,45,6,13
M0241,2024-07,1,7,0,17
M0351,2024-04,1,4,0,22
M0163,2024-04,10,48,3,18
M0010,2024-09,1,4,0,12
M0162,2024-06,4,27,1,20
M0176,2024-02,1,11,1,18
M0147,2024-05,1,7,1,17
M0384,2024-08,1,5,0,22
M0387,2024-12,21,81,6,21
M0448,2024-09,1,9,0,13
M0500,2024-01,3,24,1,19
M0391,2024-12,9,86,8,16
M0064,2024-03,9,59,2,29
M0458,2024-03,41,185,11,20
M0314,2024-01,4,8,1,18
M0209,2024-09,1,3,0,25
M0542,2024-01,3,21,2,12
M0532,2024-09,68,105,22,39
M0293,2024-02,4,32,6,21
M0478,2024-09,0,1,0,32
M0479,2024-12,4,17,1,18
M0482,2024-08,1,3,0,16
M0134,2024-11,0,3,0,13
M0571,2024-12,1,8,1,22
M0009,2024-11,1,5,1,17
M0507,2024-12,10,30,6,20
M0245,2024-06,0,6,1,19
M0089,2024-09,0,3,0,21
M0488,2024-09,16,51,15,18
M0370,2024-08,1,2,0,17
M0258,2024-08,2,7,1,20
M0220,2024-12,1,4,0,17
M0171,2024-07,1,5,0,20
M0425,2024-08,11,41,3,25
M0495,2024-05,5,19,1,19
M0322,2024-06,0,1,0,16
M0460,2024-02,3,10,1,19
M0593,2024-03,6,14,1,23
M0313,2024-10,47,86,12,20
M0098,2024-02,1,8,0,19
M0277,2024-01,3,12,1,18
M0289,2024-10,2,11,2,22
M0218,2024-06,1,3,0,23
M0433,2024-05,2,3,0,24
M0140,2024-11,2,28,2,19
M0443,2024-10,1,5,0,24
M0248,2024-04,0,1,0,8
M0481,2024-06,16,45,8,40
M0161,2024-03,3,18,1,17
M0072,2024-03,1,6,0,21
M0362,2024-01,1,2,1,47
M0373,2024-01,3,23,1,18
M0475,2024-03,1,6,0,22
M0395,2024-02,36,237,14,28
M0534,2024-02,1,5,1,8
M0009,2024-09,1,3,0,9
M0423,2024-03,21,113,10,25
M0405,2024-05,1,8,0,21
M0266,2024-02,5,17,1,14
M0600,2024-01,0,3,0,11
M0267,2024-12,7,30,2,19
M0270,2024-03,0,1,0,12
M0197,2024-05,12,53,2,26
M0076,2024-07,9,37,3,23
M0147,2024-09,1,9,1,20
M0076,2024-08,7,29,3,24
M0347,2024-02,0,5,0,20
M0346,2024-09,0,2,0,22
M0041,2024-09,5,20,3,15
M0437,2024-12,0,4,0,26
M0415,2024-11,75,291,35,27
M0252,2024-04,10,40,3,17
M0218,2024-04,1,5,0,23
M0400,2024-10,0,4,1,18
M0290,2024-04,6,18,2,12
M0265,2024-09,1,8,1,20
M0573,2024-05,0,1,0,14
M0048,2024-11,0,2,0,22
M0256,2024-03,1,5,0,23
M0494,2024-10,1,4,1,19
M0358,2024-07,4,7,2,58
M0222,2024-07,0,1,0,21
M0416,2024-10,51,181,5,26
M0535,2024-05,3,40,4,12
M0476,2024-08,0,3,1,18
M0562,2024-09,2,4,1,17
M0256,2024-09,1,6,0,22
M0019,2024-10,0,6,0,20
M0363,2024-06,1,5,1,21
M0409,2024-03,0,4,0,19
M0138,2024-08,1,6,0,26
M0521,2024-02,6,31,3,10
M0006,2024-02,1,4,0,24
M0190,2024-09,1,8,0,12
M0462,2024-12,3,18,3,17
M0203,2024-07,1,7,0,17
M0576,2024-06,3,21,1,10
M0441,2024-10,10,52,3,22
M0158,2024-04,7,17,3,18
M0011,2024-12,1,3,1,20
M0570,2024-07,3,30,1,9
M0453,2024-08,7,18,1,20
M0289,2024-08,2,19,2,23
M0383,2024-05,12,34,2,20
M0260,2024-09,1,5,1,11
M0328,2024-01,20,76,13,36
M0532,2024-04,4,23,2,11
M0173,2024-03,1,2,0,15
M0463,2024-02,2,3,1,29
M0237,2024-04,1,4,1,21
M0322,2024-12,0,1,0,12
M0436,2024-03,0,2,0,15
M0401,2024-09,2,3,0,31
M0474,2024-11,8,11,3,52
M0598,2024-08,5,18,1,17
M0324,2024-11,43,125,6,18
M0163,2024-08,14,56,3,24
M0300,2024-01,35,153,30,18
M0387,2024-10,7,45,5,17
M0512,2024-04,13,139,15,13
M0594,2024-07,1,4,0,19
M0134,2024-12,0,4,0,23
M0113,2024-05,2,29,1,17
M0215,2024-01,1,5,0,10
M0456,2024-04,0,1,0,18
M0401,2024-06,2,6,0,24
M0534,2024-10,1,9,1,4
M0085,2024-02,4,12,3,55
M0429,2024-02,0,1,0,14
M0111,2024-03,1,5,1,26
M0215,2024-08,2,6,0,18
M0382,2024-05,11,49,10,19
M0323,2024-02,1,7,1,21
M0248,2024-11,0,2,0,15
M0297,2024-12,2,7,0,19
M0497,2024-02,1,10,1,13
M0598,2024-05,4,20,1,17
M0177,2024-03,2,7,0,22
M0173,2024-11,1,2,0,14
M0532,2024-03,4,16,1,15
M0502,2024-08,5,40,3,27
M0596,2024-04,2,4,1,15
M0111,2024-08,1,6,1,19
M0271,2024-06,2,4,0,23
M0307,2024-08,1,4,0,14
M0289,2024-11,2,21,3,28
M0380,2024-05,0,1,0,17
M0474,2024-03,2,5,1,21
M0427,2024-03,0,1,0,17
M0072,2024-10,1,7,0,24
M0173,2024-04,1,2,0,17
M0188,2024-11,7,31,4,9
M0405,2024-08,1,9,0,21
M0104,2024-01,0,2,0,20
M0061,2024-04,0,3,0,25
M0193,2024-07,1,3,1,20
M0314,2024-05,3,7,1,21
M0408,2024-11,1,6,1,22
M0570,2024-10,5,53,1,12
M0399,2024-06,1,2,0,12
M0112,2024-08,1,5,0,20
M0293,2024-08,4,42,4,9
M0466,2024-05,3,24,2,37
M0211,2024-03,0,1,0,19
M0234,2024-10,2,6,0,24
M0174,2024-05,2,4,1,19
M0580,2024-10,4,22,4,45
M0197,2024-06,10,52,2,24
M0160,2024-07,4,24,2,17
M0539,2024-12,16,79,7,17
M0514,2024-08,0,1,0,15
M0218,2024-07,1,7,1,27
M0285,2024-03,1,6,0,18
M0354,2024-06,1,8,0,23
M0333,2024-01,0,1,0,12
M0525,2024-03,1,3,0,24
M0501,2024-01,0,1,0,14
M0504,2024-01,0,2,0,15
M0331,2024-03,1,2,0,16
M0119,2024-01,0,2,0,18
M0011,2024-01,1,3,0,19
M0143,2024-10,20,38,6,21
M0288,2024-07,2,11,1,21
M0256,2024-11,1,4,0,20
M0388,2024-11,1,3,0,23
M0401,2024-12,1,6,0,27
M0045,2024-11,1,3,0,20
M0385,2024-05,2,9,1,20
M0428,2024-06,0,1,0,15
M0101,2024-09,11,37,4,20
M0079,2024-07,2,6,0,14
M0505,2024-08,1,6,0,15
M0188,2024-07,6,30,5,21
M0322,2024-04,0,1,0,13
M0297,2024-09,2,5,0,20
M0227,2024-12,3,16,1,25
M0451,2024-09,3,5,1,23
M0350,2024-04,13,34,5,61
M0506,2024-11,7,31,2,14
M0141,2024-01,6,6,2,53
M0118,2024-02,1,8,1,18
M0414,2024-08,0,2,0,17
M0220,2024-10,1,4,0,16
M0128,2024-08,1,9,1,20
M0552,2024-09,0,4,0,21
M0505,2024-12,1,6,1,15
M0426,2024-06,0,1,0,21
M0207,2024-12,1,2,0,16
M0089,2024-08,0,2,0,17
M0335,2024-02,0,2,0,16
M0403,2024-03,1,5,0,23
M0338,2024-04,2,11,1,29
M0383,2024-04,13,35,1,22
M0560,2024-01,1,3,0,15
M0025,2024-02,1,4,1,27
M0096,2024-07,1,3,0,19
M0386,2024-05,0,1,0,16
M0391,2024-10,9,80,11,18
M0191,2024-07,1,3,0,11
M0376,2024-07,16,110,16,38
M0123,2024-05,8,40,1,11
M0568,2024-05,1,6,0,18
M0461,2024-01,9,23,3,22
M0049,2024-11,2,9,1,13
M0081,2024-12,5,27,2,15
M0201,2024-11,1,5,0,17
M0053,2024-02,4,42,3,18
M0379,2024-07,16,116,10,11
M0026,2024-08,5,35,5,14
M0030,2024-04,0,6,0,12
M0059,2024-09,1,4,0,26
M0330,2024-02,1,3,0,19
M0118,2024-08,1,9,1,22
M0464,2024-06,8,55,7,23
M0176,2024-03,3,15,1,20
M0276,2024-01,1,9,0,23
M0049,2024-10,3,14,2,12
M0334,2024-01,8,38,2,18
M0063,2024-09,1,2,0,22
M0453,2024-11,8,20,2,21
M0060,2024-04,0,2,0,9
M0269,2024-11,4,17,3,14
M0411,2024-08,1,6,0,31
M0335,2024-08,1,3,0,21
M0354,2024-09,1,11,1,20
M0551,2024-03,1,5,1,21
M0138,2024-11,1,4,0,21
M0273,2024-05,1,7,0,15
M0136,2024-09,7,39,2,14
M0159,2024-01,5,36,5,22
M0372,2024-05,0,1,0,28
M0203,2024-06,1,8,1,20
M0311,2024-09,5,16,2,16
M0317,2024-01,1,8,1,23
M0209,2024-03,1,3,0,18
M0208,2024-04,80,229,11,24
M0012,2024-12,1,7,0,18
M0046,2024-07,1,5,0,15
M0517,2024-05,2,7,1,22
M0098,2024-07,0,6,0,17
M0246,2024-08,2,3,0,26
M0566,2024-07,30,66,15,56
M0187,2024-08,2,13,1,23
M0532,2024-06,4,15,2,18
M0186,2024-06,1,7,0,17
M0050,2024-04,0,1,0,15
M0013,2024-11,1,2,0,22
M0451,2024-03,3,5,1,15
M0373,2024-04,3,22,1,18
M0557,2024-09,2,10,1,19
M0285,2024-11,1,6,0,16
M0490,2024-10,2,5,1,17
M0427,2024-08,0,3,0,21
M0150,2024-07,42,176,10,14
M0157,2024-12,4,20,2,11
M0182,2024-05,0,1,0,20
M0403,2024-12,1,6,0,22
M0539,2024-09,10,63,4,13
M0164,2024-05,0,1,0,26
M0179,2024-12,22,92,9,22
M0201,2024-03,1,3,0,19
M0455,2024-04,1,3,0,9
M0143,2024-01,12,49,5,16
M0421,2024-11,4,14,2,16
M0460,2024-06,3,11,1,16
M0088,2024-08,9,28,5,18
M0550,2024-03,1,1,0,23
